image_key,place_key,rank,positive_sim,negative_sim,margin,descriptor_drift,hit_at_1,hit_at_5,hit_at_10
London/London_0002999_2008_06_203_51.50038813110528_-0.0946918123950009_wnEMc6W18MHm909_nwRjYw.jpg,London:2999,1,0.30713701248168945,0.21313583850860596,0.0940011739730835,0.0,1,1,1
Boston/Boston_0005342_2017_08_012_42.36718692564949_-71.05673140336161_cFcku-DHjCD-jqNn1fclow.jpg,Boston:5342,1,0.6304104328155518,0.19107022881507874,0.439340204000473,0.0,1,1,1
London/London_0001006_2015_07_291_51.4905586908329_-0.0809216235318272_66YBSSxpunRHrNHGQhy2ag.jpg,London:1006,1,0.43780744075775146,0.2892553508281708,0.1485520899295807,0.0,1,1,1
MexicoCity/MexicoCity_0000731_2008_09_452_19.43040319067404_-99.16060027198952_TKfnlOdH-v5XnvLbuCR-_Q.jpg,MexicoCity:731,1,0.4460703134536743,0.263764351606369,0.1823059618473053,0.0,1,1,1
Bangkok/Bangkok_0003460_2019_09_147_13.75336011997638_100.5475193655084_OfCQQ-BY1A2hQODnRb8rMQ.jpg,Bangkok:3460,1,0.5041414499282837,0.19432419538497925,0.30981725454330444,0.0,1,1,1
Rome/Rome_0002742_2012_11_170_41.91051140017543_12.50171140080671_b9ETJEa85Mgm1kq0ylUMgw.jpg,Rome:2742,1,0.4971969723701477,0.2585999667644501,0.23859700560569763,0.0,1,1,1
Phoenix/Phoenix_0003338_2019_03_334_33.4562508061043_-112.0477561438501_LGUHkQS0nf_PAd94Z8jJsg.jpg,Phoenix:3338,1,0.416370689868927,0.2384566068649292,0.1779140830039978,0.0,1,1,1
Phoenix/Phoenix_0005961_2009_03_001_33.48430059770084_-112.1129644721985_mgtcbnDuyHW_yQXIsuOadw.jpg,Phoenix:5961,1,0.7553995847702026,0.38064128160476685,0.3747583031654358,0.0,1,1,1
Boston/Boston_0000982_2013_08_143_42.33027732237372_-71.08992288600079_97IzTCSlcJMkxlEttElpfA.jpg,Boston:982,1,0.35688963532447815,0.22376146912574768,0.13312816619873047,0.0,1,1,1
Phoenix/Phoenix_0002146_2020_12_176_33.44435299103768_-112.0913844731578_moXf99GleQtitw_v7-RmVg.jpg,Phoenix:2146,1,0.578291654586792,0.3171207308769226,0.2611709237098694,0.0,1,1,1
London/London_0008439_2012_06_201_51.52682757298123_-0.1181468861073082_wIyNZV2R8jK5eWL8wqkV0w.jpg,London:8439,1,0.37842467427253723,0.2665306329727173,0.11189404129981995,0.0,1,1,1
TRT/TRT_0001069_2009_05_307_43.67677806790094_-79.55069589782019_Yi15y6S3UiFDuSMIPAV6Iw.jpg,TRT:1069,1,0.249703049659729,0.17675337195396423,0.07294967770576477,0.0,1,1,1
London/London_0000567_2008_06_054_51.48827679064157_-0.0858449426666921_r4OJhT5Z1fTcKUa2h3P1Eg.jpg,London:567,1,0.4959014058113098,0.1631726622581482,0.3327287435531616,0.0,1,1,1
LosAngeles/LosAngeles_0000656_2019_04_352_34.05025856230957_-118.2610954249695_QxuOVNe5ipBS6Eu1kjRQug.jpg,LosAngeles:656,1,0.4845144748687744,0.1860513985157013,0.2984630763530731,0.0,1,1,1
MexicoCity/MexicoCity_0000140_2008_09_301_19.40496277525419_-99.18007764904551_oh46OQ8R7WlhRJbGR-xUKg.jpg,MexicoCity:140,1,0.6435894966125488,0.17686986923217773,0.4667196273803711,0.0,1,1,1
Brussels/Brussels_0002418_2017_05_179_50.86008520860153_4.307325243421528_4ekhS_PVjV0ncerWqMrQNw.jpg,Brussels:2418,1,0.420057475566864,0.19039666652679443,0.22966080904006958,0.0,1,1,1
Osaka/Osaka_0001461_2019_09_388_34.66832363909572_135.513079784885_hoAlAZf314iLT5CfsESe7Q.jpg,Osaka:1461,3,0.18386977910995483,0.18546593189239502,-0.0015961527824401855,0.0,0,1,1
Boston/Boston_0005068_2007_07_175_42.36503649695364_-71.09898110808797_qXvJJkkU4imF8pkOHAjLIw.jpg,Boston:5068,1,0.36349430680274963,0.16903242468833923,0.1944618821144104,0.0,1,1,1
London/London_0006873_2018_01_102_51.5189616259191_-0.1054489680542378_gzhO09CZNJKgIZa2EL4twg.jpg,London:6873,1,0.47504889965057373,0.2483627200126648,0.22668617963790894,0.0,1,1,1
Boston/Boston_0006286_2009_09_087_42.375057213422_-71.05487711778572_Wn9IWWJldwo1-hlytzaWBQ.jpg,Boston:6286,1,0.39040517807006836,0.2312089502811432,0.15919622778892517,0.0,1,1,1
PRS/PRS_0004482_2016_10_391_48.89339026745159_2.383487286058187_dFCpbpUa2K0enRzHcDmY0w.jpg,PRS:4482,1,0.37267014384269714,0.14895474910736084,0.2237153947353363,0.0,1,1,1
Melbourne/Melbourne_0004471_2014_10_148_-37.80980746004241_144.9889744527226_DIpMbaPkDWT2Fe0xaYFwTQ.jpg,Melbourne:4471,1,0.5019798278808594,0.2411656528711319,0.26081418991088867,0.0,1,1,1
TRT/TRT_0001302_2018_07_385_43.68651596003783_-79.5706299737178_W9rivpP1nZGtLoKNfzs5Mw.jpg,TRT:1302,1,0.3694133460521698,0.2592873275279999,0.11012601852416992,0.0,1,1,1
Miami/Miami_0007354_2008_12_059_25.78877487072545_-80.19998716693212_apa6wPR_xSkKZ3EBuFEQOA.jpg,Miami:7354,1,0.4324774444103241,0.2690330445766449,0.1634443998336792,0.0,1,1,1
MexicoCity/MexicoCity_0000731_2018_10_470_19.43037562287761_-99.16057514513756_ychhnNP5FegOF7UoU-JGvA.jpg,MexicoCity:731,1,0.37200939655303955,0.2162412703037262,0.15576812624931335,0.0,1,1,1
Phoenix/Phoenix_0000961_2016_03_129_33.42907524046491_-112.0315188292769_VZ38Kn17wpyTgVwkIHzuNg.jpg,Phoenix:961,2,0.43299055099487305,0.5109775066375732,-0.0779869556427002,0.0,0,1,1
London/London_0007524_2019_07_132_51.52258250959765_-0.1546882373676459__zGcGu57d1Y0K0tzjgXHHA.jpg,London:7524,1,0.547579288482666,0.24017299711704254,0.30740630626678467,0.0,1,1,1
TRT/TRT_0001383_2018_07_294_43.689547980063_-79.57031300141024_iRWUiYEhI2TZ2dFoThBF7A.jpg,TRT:1383,1,0.5904616117477417,0.34377601742744446,0.24668559432029724,0.0,1,1,1
Boston/Boston_0002072_2013_08_136_42.33894831800971_-71.05295025931166_baqrOjgtPCB1KiGAlE1iww.jpg,Boston:2072,1,0.417270302772522,0.16538625955581665,0.2518840432167053,0.0,1,1,1
London/London_0009191_2016_07_084_51.53035316481392_-0.0988510770688427__yGz-MKA8hWmG2v8cydqvw.jpg,London:9191,1,0.49742141366004944,0.24170023202896118,0.25572118163108826,0.0,1,1,1
London/London_0000234_2020_11_317_51.48667606448856_-0.1174629512986261_EZq5e91BdRHjvmUe4QGW_Q.jpg,London:234,1,0.5554617643356323,0.16972804069519043,0.3857337236404419,0.0,1,1,1
Chicago/Chicago_0004606_2015_10_131_41.89702735119073_-87.66449876695744_C1nG7PHSbPkrXnhp5ahhXA.jpg,Chicago:4606,1,0.4312606453895569,0.2606368958950043,0.1706237494945526,0.0,1,1,1
LosAngeles/LosAngeles_0000777_2018_05_222_34.05325584411263_-118.2480337389458_ezIfgk2EHlGlbHyLaYnuOQ.jpg,LosAngeles:777,1,0.6235988140106201,0.18035858869552612,0.443240225315094,0.0,1,1,1
London/London_0007814_2009_10_114_51.52421213618143_-0.1519335121467468_8ZtgvdzFcu7_SZ0mPN-6tg.jpg,London:7814,1,0.421545147895813,0.35425829887390137,0.06728684902191162,0.0,1,1,1
Phoenix/Phoenix_0001141_2017_12_129_33.43324155921916_-112.0373337395072_AHvY-pTjg_rABtcsf-LEew.jpg,Phoenix:1141,1,0.4921647310256958,0.3355202078819275,0.1566445231437683,0.0,1,1,1
Minneapolis/Minneapolis_0000463_2014_10_099_44.94330647935888_-93.29073100407282_KS-Schf9JKrMo85bwZso8g.jpg,Minneapolis:463,1,0.37780869007110596,0.19442731142044067,0.18338137865066528,0.0,1,1,1
Rome/Rome_0001542_2014_05_130_41.89341646823593_12.50927810374693_eHXdTR4R5ckXD0LToDEDnA.jpg,Rome:1542,1,0.46616655588150024,0.22112248837947845,0.2450440675020218,0.0,1,1,1
London/London_0007256_2014_07_018_51.52124438937326_-0.1425032797001129_15JLQHJwEghGuWDeV584SA.jpg,London:7256,1,0.5068013072013855,0.18317314982414246,0.32362815737724304,0.0,1,1,1
Bangkok/Bangkok_0002195_2019_05_472_13.74022489818068_100.4996803142807_RrEeeVDCpJeN6S1x48gHBQ.jpg,Bangkok:2195,1,0.47302061319351196,0.23343083262443542,0.23958978056907654,0.0,1,1,1
London/London_0006536_2014_07_215_51.5176536320561_-0.1401898967030379_7_DKmttsIS0PXN3FIr5H-w.jpg,London:6536,1,0.44369468092918396,0.17763689160346985,0.2660577893257141,0.0,1,1,1
Rome/Rome_0002045_2017_07_201_41.90052736413387_12.514293839985_MxmWqmD29NfafsN-lrDfJA.jpg,Rome:2045,1,0.46385350823402405,0.16725684702396393,0.2965966463088989,0.0,1,1,1
MexicoCity/MexicoCity_0000739_2014_08_165_19.43020007634407_-99.1485868901919_2YW4r7jTGfH_D3KV6MjVjg.jpg,MexicoCity:739,1,0.40450674295425415,0.1950361430644989,0.20947059988975525,0.0,1,1,1
PRS/PRS_0003329_2014_05_341_48.87147137026113_2.225061115813254_iQopdbX3FnXC2C5NhuOrLg.jpg,PRS:3329,1,0.42705702781677246,0.16991180181503296,0.2571452260017395,0.0,1,1,1
Melbourne/Melbourne_0001380_2014_11_020_-37.84094848296645_144.932225122456_ro9dqmxMkfWjZySy2dFCZA.jpg,Melbourne:1380,1,0.7041006088256836,0.24517785012722015,0.45892274379730225,0.0,1,1,1
Rome/Rome_0001747_2015_08_141_41.8966787161907_12.50059371678427_pWIZiqQypv6p2m186Gx_YQ.jpg,Rome:1747,1,0.5597589612007141,0.3637639880180359,0.19599497318267822,0.0,1,1,1
BuenosAires/BuenosAires_0000420_2015_06_232_-34.61216357916224_-58.40878158892708_ZYswD9Z_SThJEWzSpQ5h8w.jpg,BuenosAires:420,1,0.45168671011924744,0.28649991750717163,0.1651867926120758,0.0,1,1,1
Madrid/Madrid_0000032_2019_06_005_40.39403081319765_-3.682248348965709_Od8u3KaXjChe1S9wbvhoLA.jpg,Madrid:32,1,0.5201892256736755,0.1918172836303711,0.32837194204330444,0.0,1,1,1
Phoenix/Phoenix_0000474_2020_02_344_33.42667815620262_-112.0319692723641_2VJLesZ8rmKOG3drOhby1g.jpg,Phoenix:474,1,0.6366773247718811,0.3124706745147705,0.3242066502571106,0.0,1,1,1
Rome/Rome_0000705_2018_06_332_41.88143638698671_12.52330845941808_A-s_MaV-_2bfyFFi1d9K_A.jpg,Rome:705,1,0.5083484649658203,0.21051684021949768,0.29783162474632263,0.0,1,1,1
Minneapolis/Minneapolis_0000463_2019_05_089_44.94332715891233_-93.2907396236084_9HHik2exIdxRO8UtLkFPTw.jpg,Minneapolis:463,1,0.359293133020401,0.22007617354393005,0.13921695947647095,0.0,1,1,1
London/London_0006717_2020_11_188_51.51839376924247_-0.116654462718105_6cWvY7gPclssroXZzHsdKA.jpg,London:6717,1,0.35197412967681885,0.2101396769285202,0.14183445274829865,0.0,1,1,1
London/London_0002781_2017_06_044_51.49909542003923_-0.1478797478546648_jycJ3rYjWK0ZvhsrTIi-lg.jpg,London:2781,1,0.39828217029571533,0.21819646656513214,0.1800857037305832,0.0,1,1,1
